"","Store","Dept","Date","Temperature","Fuel_Price","CPI","Unemployment","IsHoliday","Weekly_Sales","Name"
"1",2,1,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,35034.06,"Candy and Tobacco"
"2",2,2,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,74661.16,"Health and Beauty Aids"
"3",2,3,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,16873.2,"Stationery"
"4",2,4,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,47681.96,"Paper Goods"
"5",2,5,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,34025.45,"Media and Gaming"
"6",2,6,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,7472.24,"Cameras and Supplies"
"7",2,7,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,28512.95,"Toys"
"8",2,8,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,69634.8,"Pet Supplies"
"9",2,9,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,24162.08,"Sporting Goods"
"10",2,10,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,39602.47,"Automotive"
"11",2,11,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,24800.3,"Hardware"
"12",2,12,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,6906.2,"Paint and Accessories"
"13",2,13,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,53319.96,"Household Chemicals"
"14",2,14,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,26425.58,"Kitchen and Dining"
"15",2,16,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,9674.86,"Outdoor Living"
"16",2,17,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,18810.11,"Home Decor"
"17",2,18,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,7277.75,"Seasonal"
"18",2,19,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,4891.96,"Crafts and Fabric"
"19",2,20,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,7231.65,"Bath and Shower"
"20",2,21,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,12636.72,"Books and Magazines"
"21",2,22,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,20565.41,"Bedding"
"22",2,23,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,31836.69,"Menswear"
"23",2,24,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,9731.05,"Boyswear"
"24",2,25,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,16827.5,"Shoes"
"25",2,26,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,13414.69,"Infant Apparel"
"26",2,27,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,3184.5,"Ladies Socks"
"27",2,28,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,1592.41,"Hosiery"
"28",2,29,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,10322.43,"Sleepwear and Scrubs"
"29",2,30,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,6916,"Bras and Shapewear"
"30",2,31,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,3840.21,"Ladies Accessories"
"31",2,32,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,17212.26,"Jewelry"
"32",2,33,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,8896.08,"Girlswear"
"33",2,34,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,20347.47,"Ladieswear"
"34",2,35,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,4216,"Plus Size and Maternity"
"35",2,36,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,975.5,"Ladies Outerwear/Swimwear/Seasonal Apparel"
"36",2,37,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,4961.19,"Service Income (TLE)"
"37",2,38,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,113144.9,"Prescription Pharmacy"
"38",2,40,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,96799.15,"Pharmacy OTC"
"39",2,41,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,1707.77,"Team Sports Apparel"
"40",2,42,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,8438.99,"TLE Oil"
"41",2,44,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,8788.47,"Crafts (expanded)"
"42",2,45,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,27.5,"Sporting Goods (expanded)"
"43",2,46,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,30328.88,"Cosmetics"
"44",2,48,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,2357,"Firearms"
"45",2,49,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,15767,"Optical"
"46",2,51,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,49.88,"Fishing"
"47",2,52,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,6096.46,"Floral (artificial)"
"48",2,54,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,259,"?"
"49",2,55,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,17657.65,"Media and Gaming (expanded)"
"50",2,56,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,2024.13,"Live Plants and Flowers (Lawn and Garden)"
"51",2,58,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,28454,"Contract Wireless"
"52",2,59,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,1563.1,"Service Plans"
"53",2,67,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,15787.68,"Celebrations"
"54",2,71,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,7956.5,"Furniture"
"55",2,72,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,119609.83,"Electronics"
"56",2,74,2010-02-05,40.19,2.572,210.7526053,8.324,FALSE,22923.63,"Home Management and Luggage"
